Identifier,Transcription,Characters,Sixtuple,Fanqie
302,pej,豍㡙螕㯅𦱔蓖𦀘篦梐𥏠𨻼狴箄鎞悂䚜,蟹開四平齊幫,邊兮
303,kej,雞鷄稽枅笄㮷䗗卟𥝌𨪴乩,蟹開四平齊見,古奚
304,hej,奚豯徯㜎蹊螇榽騱胿𡗞郋𪓷傒嵇兮鼷蒵貕,蟹開四平齊匣,胡雞
305,'ej,鷖翳𧫦嫛黳𦎣㙠䃜黟繄䚷𣕁,蟹開四平齊影,烏奚
306,ngej,倪蜺霓郳齯婗輗棿猊麑貎鯢兒䘽𠆵觬𣕁㪒,蟹開四平齊疑,五稽
307,xej,醯䒊𦫬㡗橀忚,蟹開四平齊曉,呼雞
308,sej,西卤𠧪棲栖㽄犀嘶撕㾷㯕屖𧬊樨粞𠞂,蟹開四平齊心,先稽
309,thej,梯睇鷈𠥸䖙㔸𨁃謕𩤽,蟹開四平齊透,土雞
310,bej,鼙鞞椑膍崥㼰笓,蟹開四平齊並,部迷
311,phej,磇砒𨻼𠜱𪄆錍批鈚,蟹開四平齊滂,匹迷
312,tsej,齎賷𩐒齏𨥳櫅䂑擠齌躋隮麡𢥎啙虀,蟹開四平齊精,祖稽
313,mej,迷𡝠䤍麛𧠠𪓬,蟹開四平齊明,莫兮
314,nej,泥埿屔臡,蟹開四平齊泥,奴低
315,khej,谿嵠溪磎鸂檕螇𤳤,蟹開四平齊溪,苦奚
316,kwej,圭珪邽閨袿窐鮭𪊧洼𨾴𡌲胿𦓯㰪茥,蟹合四平齊見,古攜
317,khwej,睽奎湀刲𠝥茥䯓聧鮭䖯蝰㨒楏藈𡐠暌,蟹合四平齊溪,苦圭
318,hwej,攜携蠵鑴窐𩰳畦驨𪈥雟酅𢥘𦋅𣫴𡸔纗讗㔒䙵黊𡰢眭觿䀘,蟹合四平齊匣,戸圭
319,nyej,臡,蟹開四平齊日,人兮
320,dzyej,栘,蟹開四平齊常,成臡
321,'wej,烓𧟼𤮰,蟹合四平齊影,烏攜
322,xwej,睳,蟹合四平齊曉,呼攜
323,kea,佳街,蟹開二平佳見,古膎
324,hea,㥟慀鮭膎鞵鞋㨙䙎榽,蟹開二平佳匣,戸佳
325,bea,牌棑䱝郫蠯犤𥱼,蟹開二平佳並,薄佳
326,kwea,媧緺蝸𧬭腡騧歄,蟹合二平佳見,古娃
327,'wea,蛙鼃,蟹合二平佳影,烏媧
328,khwea,咼喎絓䓙𦹬䦱,蟹合二平佳溪,苦緺
329,dzrea,柴祡茈査𪗶㧘㾹𨌅,蟹開二平佳崇,士佳
330,tsrhea,釵叉差靫𩑐㼮䐤𠞊芆,蟹開二平佳初,楚佳
331,xwea,竵歪𦶎𡁑𩝨,蟹合二平佳曉,火媧
332,nrea,䍲掜誽,蟹開二平佳娘,妳佳
333,ngea,崖涯猚厓啀𪘲𩂢捱,蟹開二平佳疑,五佳
334,'ea,娃洼哇㰪𠴺,蟹開二平佳影,於佳
335,srea,崽籭篩諰,蟹開二平佳生,山佳
336,xea,㗨㰨,蟹開二平佳曉,火佳
337,trhea,扠,蟹開二平佳徹,丑佳
338,mea,䁲𩍃,蟹開二平佳明,莫佳
339,hwea,鼃,蟹合二平佳匣,戸媧
340,keaj,皆偕䕸稭喈階𦝨薢荄堦楷痎鶛湝街𤭧𩘅蝔鍇,蟹開二平皆見,古諧
341,'eaj,𢰇,蟹開二平皆影,乙諧
342,heaj,諧骸鞋𩤠瑎湝龤蝔䓳偕,蟹開二平皆匣,戸皆
343,beaj,排俳輫牌猈𩑢,蟹開二平皆並,步皆
344,kweaj,乖𦮃𠦬㾩𦫳,蟹合二平皆見,古懷
345,hweaj,懷褱櫰槐㜳𪊉㠢𤜄淮褢𧞷瀤,蟹合二平皆匣,戸乖
346,khweaj,匯㨤㔞,蟹合二平皆溪,苦淮
347,dzreaj,豺儕麡𡺵,蟹開二平皆崇,士皆
348,tsrheaj,差䞗,蟹開二平皆初,楚皆
349,xweaj,虺,蟹合二平皆曉,呼懷
350,drweaj,尵𩓬,蟹合二平皆澄,柱懷
351,meaj,埋薶霾㦟,蟹開二平皆明,莫皆
352,tsreaj,齋,蟹開二平皆莊,側皆
353,'weaj,崴碨䴜溾瀤𪊉洼,蟹合二平皆影,乙皆
354,treaj,𪘨,蟹開二平皆知,卓皆
355,leaj,唻,蟹開二平皆來,賴諧
356,kheaj,揩𦂄𢔡𥻄,蟹開二平皆溪,口皆
357,nreaj,摨,蟹開二平皆娘,諾皆
358,sreaj,崽𥳧,蟹開二平皆生,山皆
359,ngeaj,𩂢娾,蟹開二平皆疑,擬皆
360,trheaj,搋,蟹開二平皆徹,丑皆
361,xeaj,𢓬,蟹開二平皆曉,喜皆
362,lweaj,䐯,蟹合二平皆來,力懷
363,dzrweaj,膗膗,蟹合二平皆崇,仕懷
364,xwoj,灰䖶鼽豗㾯虺,蟹合一平灰曉,呼恢
365,khwoj,恢詼悝魁𥲖㷇顝盔,蟹合一平灰溪,苦回
366,'woj,隈煨䋿渨椳偎𩗯揋𧤖葨鰃,蟹合一平灰影,烏恢
367,hwoj,回洄迴槐徊瑰蚘蛔蛕佪烠𤜡𩢱茴,蟹合一平灰匣,戸恢
368,mwoj,枚梅媒玫煤脢脄腜禖䍙莓塺鋂䊈䤂,蟹合一平灰明,莫杯
369,kwoj,傀𤪿𠐤瑰瓌鞼櫰膭䐩䕇,蟹合一平灰見,公回
370,lwoj,雷𩂩儡㔣瓃櫑罍鑘𦌵鐳𤮚畾轠檑,蟹合一平灰來,魯回
371,dwoj,穨頽頹㿉隤墤㢈魋尵蘈𧮓𧝋蹪𤗴,蟹合一平灰定,杜回
372,tshwoj,崔催縗𨻵𢕘𧽠,蟹合一平灰清,倉回
373,twoj,堆磓塠頧䭔鴭𠩰鎚搥䜃嵟𩈜𠂤敦𡏩,蟹合一平灰端,都回
374,swoj,𤗯挼䪎毸嗺蓑,蟹合一平灰心,素回
375,dzwoj,摧崔慛槯檇,蟹合一平灰從,昨回
376,bwoj,陪裴徘培𨛬䣙婄棓毰𤗏𩑢輫賠,蟹合一平灰並,薄回
377,pwoj,杯桮盃,蟹合一平灰幫,布回
378,phwoj,肧胚坯㾦醅衃𩵣𤬃抔,蟹合一平灰滂,芳杯
379,ngwoj,鮠桅嵬磑峞阢,蟹合一平灰疑,五灰
380,thwoj,𢅼𨋱㷟蓷推藬㞜,蟹合一平灰透,他回
381,nwoj,𢅼捼𨡌,蟹合一平灰泥,乃回
382,tswoj,嗺脧䘒𡱥,蟹合一平灰精,臧回
383,xoj,咍㾂𨸜,蟹開一平咍曉,呼來
384,khoj,開㱾侅㚊奒,蟹開一平咍溪,苦哀
385,'oj,哀埃唉欸毐㶼,蟹開一平咍影,烏開
386,doj,臺擡抬菭苔炱嬯薹儓檯駘籉跆䈚𪒴𩿡,蟹開一平咍定,徒哀
387,koj,該豥垓荄郂㱯剴陔姟絯晐峐祴侅賅㨟胲䬵䶣䐩,蟹開一平咍見,古哀
388,dzoj,裁纔財才材䴭𦬁溨鼒,蟹開一平咍從,昨哉
389,loj,來萊郲騋崍斄𤦃𧳟猍淶鯠鶆䅘𣮉䋱庲㾢棶犛逨𪎂麳𤲓𪑚徠,蟹開一平咍來,洛哀
390,tsoj,哉烖灾災𤆎栽𡿦𢦔𦳦渽睵𦸜,蟹開一平咍精,祖才
391,tshoj,猜偲睵䞗,蟹開一平咍清,倉才
392,boj,𤗏㯁,蟹開一平咍並,扶來
393,thoj,胎孡𩬠𧉟鮐台邰,蟹開一平咍透,土來
394,hoj,孩咳頦㨟䱺𧻲豥䠽,蟹開一平咍匣,戸來
395,soj,鰓揌顋腮粞䚡愢𪃄毢,蟹開一平咍心,蘇來
396,ngoj,皚嵦敳㱯𨻭剴獃呆,蟹開一平咍疑,五來
397,noj,能㾍,蟹開一平咍泥,奴來
398,toj,呆𪒴懛獃,蟹開一平咍端,丁來
399,tsyhoj,𪒴,蟹開一平咍昌,昌來
400,phoj,𡜊,蟹開一平咍滂,普才
401,tsyin,眞真甄振禛稹磌畛籈侲桭蒖唇㖘帪薽㲀,臻開三平眞章,側鄰
402,trhin,𤣆胂縝,臻開三平眞徹,丑人
403,'jin,因茵禋駰湮烟氤垔陻堙洇姻,臻開三平眞影,於眞
404,sin,新辛薪,臻開三平眞心,息鄰
405,dzyin,辰晨䢅敐宸鷐麎桭茞屒臣䢻䣅,臻開三平眞常,植鄰
406,nyin,仁人朲儿,臻開三平眞日,如鄰
407,zyin,神晨,臻開三平眞船,食鄰
408,tshin,親寴𡪔,臻開三平眞清,七人
409,hjwin,礥𧥺㘋,臻開三平眞云,下珍
410,syin,身申伸紳娠呻𣢘𠲳眒胂㑗𩉼𣇗柛䰠訷,臻開三平眞書,失人
411,pjin,賓賔𡪛濱瀕檳䚔顮儐鑌矉𩴱,臻開三平眞幫,必鄰
412,lin,㷠粦燐鄰轔嶙粼磷疄麟麐鱗璘駗翷𧲂瞵獜驎壣𩻜鏻繗潾,臻開三平眞來,力珍
413,gin,𥎊堇墐㨷魿,臻開三平眞群,巨巾
414,trin,珍鎭塡,臻開三平眞知,陟鄰
415,drin,陳趁塵敶䍶,臻開三平眞澄,直珍
416,tsin,津𦩨璡濜𦘔,臻開三平眞精,將鄰
417,tsyhin,瞋嗔謓𣞟䐜縝,臻開三平眞昌,昌眞
418,dzin,秦螓𤚩,臻開三平眞從,匠鄰
419,yin,寅夤𦟘蔩螾𡐔,臻開三平眞以,翼眞
420,nrin,紉,臻開三平眞娘,女鄰
421,phjin,繽䎙𩴱𢣐𩰝,臻開三平眞滂,匹賓
422,bjin,頻蘋薲嬪㰋玭蠙獱顰𧭹嚬𩴱𦇖𡤉,臻開三平眞並,符眞
423,ngin,銀㹞狺䖜檭鄞圁誾訔嚚䓄珢䴦垠𪛊泿,臻開三平眞疑,語巾
424,kin,巾,臻開三平眞見,居銀
425,kwin,麏麇麕頵莙汮,臻合三平眞見,居筠
426,hwin,筠囩縜荺,臻合三平眞云,爲贇
427,khwin,囷箘箟輑𧋕峮𡈋,臻合三平眞溪,去倫
428,min,珉玟瑉碈岷罠閩緡䪸笢旻旼𤸅闅汶㨉忞盿䁕鍲𪃯鈱,臻開三平眞明,武巾
429,bin,貧𡧋,臻開三平眞並,符巾
430,'in,𪔗鼘駰,臻開三平眞影,於巾
431,'win,贇奫頵蝹,臻合三平眞影,於倫
432,pin,彬斌份玢豳邠汃霦㻞𥇖攽虨砏,臻開三平眞幫,府巾
433,mjin,民闅䁕泯怋,臻開三平眞明,彌鄰
434,tsywin,諄惇𥇜肫訰,臻合三平諄章,章倫
435,trhwin,椿楯輴䡅鶞杶櫄瑃,臻合三平諄徹,丑倫
436,drwin,䣩㡒,臻合三平諄澄,直倫
437,swin,荀郇詢眴峋珣𣓓洵恂畇檈槆姰㰬,臻合三平諄心,相倫
438,dzywin,純蓴蒓醇鶉𦎧陙𢗋錞淳𡗥焞䣩,臻合三平諄常,常倫
439,nywin,犉𩀋瞤眴,臻合三平諄日,如勻
440,zywin,脣漘滣䔚㸪紃,臻合三平諄船,食倫
441,lwin,淪倫論䑳輪陯鯩蜦棆綸惀侖踚掄䈁圇,臻合三平諄來,力迍
442,trwin,屯窀㡒迍,臻合三平諄知,陟綸
443,tshwin,逡竣皴㕙墫捘竴踆𠣟夋,臻合三平諄清,七倫
444,tswin,遵跧僎嶟鷷,臻合三平諄精,將倫
445,tsyhwin,春,臻合三平諄昌,昌脣
446,dzwin,鷷,臻合三平諄從,昨旬
447,ywin,勻匀畇昀,臻合三平諄以,羊倫
448,zwin,旬𠣙巡馴循揗㸪紃䋸𪀠洵楯灥㽦𧾩畇䖲,臻合三平諄邪,詳遵
449,kwin,均鈞袀汮,臻合三平諄見,居勻
451,phin,砏虨,臻開三平眞滂,普巾
452,tsrin,臻蓁搸溱潧𣓀榛樼瀙𨬖轃,臻開三平臻莊,側詵
453,srin,莘㜪扟駪籸䯂甡兟詵侁𩺵屾𨐔燊𦐹𢓠㯜阠姺㾕,臻開三平臻生,所臻
454,dzrin,𦿒帘㲀,臻開三平臻崇,士臻
455,mjun,文聞𦖫彣紋雯馼蟁蚊螡䰚鳼闅汶鼤閩閿,臻合三平文明,無分
456,hjun,雲芸蕓𦔐𦓷耘鄖妘紜溳澐云篔䢵員𪔅愪沄𧶊耺橒䉙,臻合三平文云,王分
457,'jun,煴氳緼馧蒀𥠺䡝蘊蝹㚃,臻合三平文影,於云
458,bjun,墳汾氛𣱦鼖䩿𪔵濆焚燌羒豶頒羵䴅枌鳻蕡𦶁橨棼賁葐魵𧮱妢棻梤朌䫶鐼馩馚㞣鼢蚡轒,臻合三平文並,符分
459,pjun,分饙𣯻餴𡊄扮吩,臻合三平文幫,府文
460,gjun,羣群帬裠裙宭𤸷,臻合三平文群,渠云
461,xjun,熏薰曛勲勛勳葷焄臐醺獯燻纁,臻合三平文曉,許云
462,kjun,君軍皸桾䇹莙宭鮶,臻合三平文見,舉云
463,phjun,芬紛𢁥𣬩衯𦐈棻砏㞣氛雰𨷹錀,臻合三平文滂,撫文
464,xjɨn,欣忻昕訢炘邤,臻開三平欣曉,許斤
465,'jɨn,殷慇㶏溵,臻開三平欣影,於斤
466,gjɨn,勤芹懃慬懄瘽𥎊蘄,臻開三平欣群,巨斤
467,kjɨn,斤筋䈥釿,臻開三平欣見,舉欣
468,ngjɨn,䖐㹜圻垠齗齦䴦斦𪛊䓄狺鄞,臻開三平欣疑,語斤
469,ngjwon,元原𨙅源厵杬嫄沅騵黿羱蚖𧔞芫邧榞謜㹉䬧獂阮蒝螈,山合三平元疑,愚袁
470,hjwon,袁爰垣𩫧園援榬轅鶢媛洹溒𧻚蝯猨猿,山合三平元云,雨元
471,bjon,煩番𨆌蹯繁蘩薠樊𢶃繙燔膰瀿羳䪤鷭蟠蕃蠜礬𪖇𨟄鐇璠笲𥢌㺕襎袢棥緐𥿋墦𢐲䮳旛𧢜藩,山合三平元並,附袁
472,phjon,飜翻旛番幡𤃳𤄜轓繙反,山合三平元滂,孚袁
473,xjwon,暄煖喛萱䁔諼塤壎䳦吅貆喧諠愋讙翧䚭䚙蝖煊,山合三平元曉,況袁
474,'jwon,冤鴛㠾鵷𣹠惌䥉宛蜿𩝸蒬怨𡟰葾䡝䩩裷眢,山合三平元影,於袁
475,ngjon,言琂甗䇾䓂,山開三平元疑,語軒
476,khjon,攑䞿,山開三平元溪,丘言
477,xjon,掀軒鶱䡣蓒䞿,山開三平元曉,虚言
478,kjon,𢳚𣘖靬鞬𩎀㓺犍腱騝䭈𩱡𩱤,山開三平元見,居言
479,'jon,蔫焉,山開三平元影,謁言
480,pjon,蕃藩轓鱕籓鐇,山合三平元幫,甫煩
481,gjon,𥴤赶,山開三平元群,巨言
482,mjon,樠,山合三平元明,武元
483,hwon,魂㮯䮝𤟤餛餫䴷鼲楎渾沄忶𦸌俒㑮䡣堚𢣒𣝂㨡煇顐𧡡琿,臻合一平魂匣,戸昆
484,kwon,昆晜𥊽菎㡓𢃭褌崐琨鵾鶤鯤䖵蜫惃㱎錕瑻𪋆猑騉,臻合一平魂見,古渾
485,'won,溫昷𥁕温輼蕰𩥈殟鴛𨜵豱緼韞㼔𪉸瘟,臻合一平魂影,烏渾
486,mwon,門捫樠虋璊亹𤅣怋䫒𣯩䟂䊟𪈿,臻合一平魂明,莫奔
487,swon,孫蓀飧蕵猻搎,臻合一平魂心,思渾
488,tswon,尊罇樽嶟繜,臻合一平魂精,祖昆
489,dzwon,存蹲拵𨚲袸,臻合一平魂從,徂尊
490,twon,敦惇弴㢯𤭞驐墩噸礅,臻合一平魂端,都昆
491,thwon,暾燉涒𪏆噋𧑒黗,臻合一平魂透,他昆
492,dwon,屯豚㹠豘窀臀𡱂𦞠𩪡軘飩𥴫坉沌邨燉忳啍芚庉𪎶𤫭,臻合一平魂定,徒渾
493,tshwon,村,臻合一平魂清,此尊
494,ngwon,㑮瘒顐梱,臻合一平魂疑,牛昆
495,bwon,盆葐𪂽湓,臻合一平魂並,蒲奔
496,pwon,奔賁䴅犇錛,臻合一平魂幫,博昆
497,lwon,論崘掄菕,臻合一平魂來,盧昆
498,khwon,坤巛髡𩒱臗髖豤,臻合一平魂溪,苦昆
499,xwon,昏惛婚棔閽殙𣣏,臻合一平魂曉,呼昆
500,phwon,濆噴歕,臻合一平魂滂,普魂
501,nwon,黁,臻合一平魂泥,奴昆
502,hon,痕鞎拫㯊,臻開一平痕匣,戸恩
503,kon,根跟珢𣥦,臻開一平痕見,古痕
504,'on,恩𤇯煾,臻開一平痕影,烏痕
505,thon,吞,臻開一平痕透,吐根
506,ngon,垠圻泿,臻開一平痕疑,五根
507,han,寒𩏑韓𦺦翰鶾邯邗虷汗𧃙䮧,山開一平寒匣,胡安
508,ngan,豻犴雃𡽜,山開一平寒疑,俄寒
509,tan,單襌鄲丹殫簞匰㠆癉䐷,山開一平寒端,都寒
510,'an,安鞌鞍䀂䢿侒,山開一平寒影,烏寒
511,nan,難𩁘𪇠𩁣𧆖,山開一平寒泥,那干
512,tshan,餐湌飡䉔,山開一平寒清,七安
513,than,灘嘽嘆擹譠痑攤𦧴嬗㨏癱,山開一平寒透,他干
514,san,𦙽𦙱跚珊姍䈀,山開一平寒心,蘇干
515,dan,壇檀鷤癉撣彈驒驙但胆繟儃聅唌貚,山開一平寒定,徒干
516,dzan,殘䏼㱚戔𥂥𣦻𣦼帴,山開一平寒從,昨干
517,kan,干乾漧竿肝奸鳱玕邗汗迀㿻𢧀忓𨝌𡯋,山開一平寒見,古寒
518,lan,蘭瀾闌讕欄攔𨷻籣䪍㘓躝幱斓,山開一平寒來,落干
519,khan,刊看栞𣓁靬臤,山開一平寒溪,苦寒
520,xan,頇鼾,山開一平寒曉,許干
521,nwan,濡,山合一平桓泥,乃官
522,hwan,完桓䴟𩾞丸瓛紈𦼉雚萑洹汍絙芄豲梡荁莞綄𦏊萈貆狟峘㿪䎠垸寏院捖,山合一平桓匣,胡官
523,ngwan,岏刓园忨蚖䯈羱黿抏𠒢,山合一平桓疑,五丸
524,twan,端褍剬𧤗耑鍴𥵣竱𦾸𥠄偳,山合一平桓端,多官
525,'wan,剜眢豌蜿帵婠,山合一平桓影,一丸
526,thwan,湍貒䵎𪏆煓偳,山合一平桓透,他端
527,swan,酸狻䝜痠𩆑,山合一平桓心,素官
528,dwan,團慱篿剸鄟𧐕敦漙鷒𪆃摶𩅂,山合一平桓定,度官
529,dzwan,櫕巑𩎈菆襸酇穳𥣚劗躦,山合一平桓從,在丸
530,kwan,官悹莞棺觀貫冠涫倌母毌,山合一平桓見,古丸
531,lwan,鑾鸞巒欒羉𧄶㱍臠灤灓𤼙圞曫,山合一平桓來,落官
532,xwan,歡懽驩貆貛𪈩鴅酄獾犿𡚊讙𠂄,山合一平桓曉,呼官
533,khwan,寬髖,山合一平桓溪,苦官
534,tswan,鑚𩎑𩎈䡽𣀶劗,山合一平桓精,借官
535,ban,盤槃鎜柈瘢磻幋磐䰉般蹣搫鞶繁𪄀𥈼媻縏蟠𪒀䈲𤠍,山合一平桓並,薄官
536,man,瞞顢謾蹣䊡饅慲鏝槾墁㒼鞔樠鰻曼蔓䜱𤡁䟂𦔔芇悗鬗絻,山合一平桓明,母官
537,phan,潘㽃番拌㢖𤺏,山合一平桓滂,普官
538,pan,𤳖般搬䈲𠦒,山合一平桓幫,北潘
539,sraen,刪訕潸𣧱狦,山開二平刪生,所姦
540,kwaen,關関癏擐𠴨𢇇,山合二平刪見,古還
541,'waen,彎灣䘎𩅦潫,山合二平刪影,烏關
542,srwaen,𣠯閂,山合二平刪生,數還
543,hwaen,還環𠟼鬟寰闤糫鍰圜鐶轘𡍦䍺𦏖郇澴𩙽䭴㡲𦣴,山合二平刪匣,戸關
544,paen,班頒鳻朌螌斑癍辬䰉般斒鯿扳𠔯,山開二平刪幫,布還
545,maen,蠻謾𪈮獌鬘䅼𪑪,山開二平刪明,莫還
546,ngaen,顏顔楌,山開二平刪疑,五姦
547,kaen,姦菅葌䔵奸,山開二平刪見,古顔
548,phaen,攀扳眅,山開二平刪滂,普班
549,nrwaen,奻,山合二平刪娘,奴還
550,ngwaen,𤸷頑,山合二平刪疑,五還
551,khaen,馯,山開二平刪溪,丘姦
552,khaen,豻鬜,山開二平刪溪,可顔
553,tsrwaen,跧,山合二平刪莊,阻頑
554,srean,山疝邖,山開二平山生,所閒
555,kwean,鰥綸䤽,山合二平山見,古頑
556,kean,間閒艱囏靬蕑覸,山開二平山見,古閑
557,hean,閑閒嫺嫻癇𩦂蛝瞯𥊺鷴鷳藖憪,山開二平山匣,戸閒
558,khean,慳𧢞顅掔鬝羥臤𩋆,山開二平山溪,苦閑
559,dzrean,虥潺孱僝䡲𨬖𡎻,山開二平山崇,士山
560,xean,羴,山開二平山曉,許閒
561,ngean,詽𤡥㗴虤,山開二平山疑,五閑
562,'ean,黰𦎣殷㸶黫,山開二平山影,烏閑
563,pean,斒虨,山開二平山幫,方閑
564,lean,斕潾𢿻𢛓,山開二平山來,力閑
565,nrean,嘫㬮,山開二平山娘,女閑
566,tsyhean,㺗,山開二平山昌,充山
567,hjwean,嬽,山合二平山云,委鰥
568,dwean,窀,山合二平山定,墜頑
569,lwean,𡰠,山合二平山來,力頑
570,gwean,𡰝,山合二平山群,跪頑
571,trean,譠㣶,山開二平山知,陟山
572,drean,𤣆,山開二平山澄,直閑
573,hwean,湲,山合二平山匣,獲頑
574,dzean,虥𡎻,山開二平山從,昨閑
575,sen,先躚蹮𥑻,山開四平先心,蘇前
576,dzen,前歬騚湔𥮒𥮓,山開四平先從,昨先
577,tshen,千圱阡汘仟芊谸迁杄,山開四平先清,蒼先
578,tsen,箋牋㮍瀳帴韉淺湔𢃬𣚙轃濺籛𣝕𨕨,山開四平先精,則前
579,then,天𠀘䒶𦧝吞詽,山開四平先透,他前
580,ken,堅鑒𢮂㡉幵肩鳽豜豣𧱚猏菺𪊑麉鵳鰹䶬䌑,山開四平先見,古賢
581,hen,賢臤弦絃舷胘蚿𢛆𠛑伭𢮂𦱁婱𧼏礥痃㘋,山開四平先匣,胡田
582,'en,煙烟菸𡨾𤎟燕咽橪驠湮胭𥷀閼,山開四平先影,烏前
583,len,憐蓮怜嗹縺𪍴𨏩零,山開四平先來,落賢
584,den,田佃畋畇塡填窴闐䟧𦧴鈿䡘沺磌鷏嗔𨌈滇貚搷,山開四平先定,徒年
585,nen,年秊𨛲,山開四平先泥,奴顚
586,ten,顚顛㒹齻𩥄槙瘨癲滇𧽍巔驒𠑘傎蹎厧,山開四平先端,都年
587,khen,牽縴郉邢汧蚈𪊑掔岍雃,山開四平先溪,苦堅
588,ngen,姸鳽妍硏研𥓋揅㿼趼俓,山開四平先疑,五堅
589,men,眠瞑䏃矏𥌂䰓㝰,山開四平先明,莫賢
590,ben,駢蹁蠙骿軿㼐胼跰楄賆玭琕,山開四平先並,部田
591,'wen,淵𠝃囦㾓弲剈鼘𨓯䨊蜎,山合四平先影,烏玄
592,kwen,涓睊蠲𦮻䅌鵑焆鞙,山合四平先見,古玄
593,xwen,鋗駽㘣梋矎,山合四平先曉,火玄
594,pen,邊籩𤄺甂蝙猵𥣰編萹𨇱𠑟牑䟍蹁,山開四平先幫,布玄
595,hwen,玄縣懸眩䮄玹玆䙲𥌭𠆺盷胘訇,山合四平先匣,胡涓
596,xen,祆訮,山開四平先曉,呼煙
597,dzren,𤜼,山開四平先崇,崇玄
598,sjen,仙僊㒨㲔䉳苮躚秈鮮硟鱻廯,山開三平仙心,相然
599,dzjen,錢𧔢,山開三平仙從,昨仙
600,tshjen,遷𨙙𠨧𨝍櫏䉦韆㿊,山開三平仙清,七然
601,tsjen,煎湔葏鬋,山開三平仙精,子仙
602,nyen,然燃𤡮㜣肰繎𥳚䕼𤓉,山開三平仙日,如延
603,yen,延埏筵狿郔綖蜒䘰鋋䀽𨕐䢭莚,山開三平仙以,以然
604,tsyen,𩜾饘旃旜栴氈鸇𩔣,山開三平仙章,諸延
605,kjien,甄籈薽,山開三平仙見,居延
606,trjen,邅𧾍驙鱣𩼼,山開三平仙知,張連
607,dzrjen,潺孱𨬖䡲𡎻,山開三平仙崇,士連
608,syen,羶埏挻扇煽鯅脠䘰,山開三平仙書,式連
609,trhjen,脠梴鏈㢟,山開三平仙徹,丑延
610,dzyen,鋋單蟬撣儃僤禪澶嬋,山開三平仙常,市連
611,drjen,纏緾躔瀍鄽𨷭𧾍𧔊廛㙻,山開三平仙澄,直連
612,xjien,嘕屳嫣𦒜,山開三平仙曉,許延
613,ljen,連聮聯漣翴鰱㺦令鏈䃛㦁槤𪚁㶌,山開三平仙來,力延
614,phjien,篇偏翩媥㾫扁萹犏,山開三平仙滂,芳連
615,bjien,便緶楩平諞㛹箯𧍲楄,山開三平仙並,房連
616,mjien,緜綿棉謾矊蝒𧉄矏𢣔芇宀𩕰櫋𣏜臱㮌𣡠,山開三平仙明,武延
617,dzjwen,全仝泉𧍭牷䀬葲,山合三平仙從,疾緣
618,sjwen,宣揎㩊䳦愃𡈣𩕖瑄𩓧,山合三平仙心,須緣
619,tsjwen,鐫鋑朘剶,山合三平仙精,子泉
620,xjwien,翾儇弲蠉𧾎嬛譞頨𥌭,山合三平仙曉,許緣
621,nywen,堧䙇𤲬瑌撋繎,山合三平仙日,而緣
622,tsyhwen,穿川灥,山合三平仙昌,昌緣
623,ywen,沿㳂鉛鈆櫞捐鳶蝝緣䱲𦿂𦛔,山合三平仙以,與專
624,zjwen,旋檈璿𤩅𤫀䗠㳬琁璇𣟳蜁㔯還圓䁢嫙鏇,山合三平仙邪,似宣
625,'jwien,娟嬛悁蜎𡷡潫𡣬,山合三平仙影,於緣
626,zywen,船舩,山合三平仙船,食川
627,pjien,鞭鯾鯿編箯揙,山開三平仙幫,卑連
628,zjen,涎㳄,山開三平仙邪,夕連
629,tshjwen,詮銓硂痊佺悛駩筌絟譔謜縓恮荃𠛮峑𠥙鐉拴輇,山合三平仙清,此緣
630,tsywen,專甎顓篿嫥諯湍膞鱄鷒𩠹鄟叀瑼摶剸磚,山合三平仙章,職緣
631,dzywen,遄篅圌諯輲輇椯歂,山合三平仙常,市緣
632,hjwen,員圜圓湲,山合三平仙云,王權
633,tsrjwen,恮跧䀬蟤,山合三平仙莊,莊緣
634,srjwen,栓𨏉,山合三平仙生,山員
635,trhjwen,猭剶,山合三平仙徹,丑緣
636,gjen,乾虔犍鍵鰬𨜻騝榩揵𠢅掮,山開三平仙群,渠焉
637,khjen,愆䇂諐𠎝褰騫䙭𧽐攐㗔,山開三平仙溪,去乾
638,gjwen,權拳狋觠顴踡婘孉䠰犈蠸齤卷𪈻𥆗𥁠𢑆鬈䟒䑏蜷捲,山合三平仙群,巨員
639,drjwen,椽傳,山合三平仙澄,直攣
640,ljwen,攣𤼙𤼣,山合三平仙來,呂員
641,khjwen,弮㒽棬圈鬈𨟠,山合三平仙溪,丘圓
642,'jen,焉閼蔫嫣鄢,山開三平仙影,於乾
643,hjen,漹焉䗡,山開三平仙云,有乾
644,'jwen,嬽潫,山合三平仙影,於權
645,tsyhen,燀,山開三平仙昌,尺延
646,trjwen,𡰝,山合三平仙知,丁全
647,kjwen,勬,山合三平仙見,居員
648,sew,蕭簫彇蟰蠨橚潚𩙚踃㩋箾𦐺㲖艘瞍翛撨瀟,效開四平蕭心,蘇彫
649,thew,祧佻挑脁恌𣂁庣銚趒聎蓧,效開四平蕭透,吐彫
650,tew,刁貂䯾𠚥琱凋鯛䂏雕鵰蛁彫𧜣𧘨䒒𦶌𦨣𩾗㚋奝弴瞗碉叼,效開四平蕭端,都聊
651,dew,條迢樤髫跳鋚𧌁蜩佻趒苕芀調鮡岧䯾䩦嬥𠤼𣬸𠧪鰷笤齠,效開四平蕭定,徒聊
